"100472935,08/04/2021,canceled,774449,MEFPAK5A5323B0D9C2A-M,5,69.9,279.6,138.16,141.44,Men's Fashion,Payaxis,Gross,93320,2021,Apr-21,734678,Mr.,Fredric,A,Royals,M,70,""Royals, Fredric"",fredric.royals@gmail.com,5/25/2007,225-320-7579,Lafayette,Lafayette,Lafayette,LA,70501,South,faroyals,49.41344778"
"100472935,08/04/2021,canceled,774451,MEFPAK5A5323CDACD5C,7,54.9,329.4,207.24,122.16,Men's Fashion,Payaxis,Gross,93320,2021,Apr-21,734678,Mr.,Fredric,A,Royals,M,70,""Royals, Fredric"",fredric.royals@gmail.com,5/25/2007,225-320-7579,Lafayette,Lafayette,Lafayette,LA,70501,South,faroyals,62.9143898"
"100472935,08/04/2021,canceled,774452,MEFPAK5A5DE3475C58B,13,24.9,298.8,207.24,91.56,Men's Fashion,Payaxis,Gross,93320,2021,Apr-21,734678,Mr.,Fredric,A,Royals,M,70,""Royals, Fredric"",fredric.royals@gmail.com,5/25/2007,225-320-7579,Lafayette,Lafayette,Lafayette,LA,70501,South,faroyals,69.35742972"
"100472935,08/04/2021,canceled,774453,WOFDIK5A953802810CA,7,49.9,299.4,207.24,92.16,Women's Fashion,Payaxis,Gross,93320,2021,Apr-21,734678,Mr.,Fredric,A,Royals,M,70,""Royals, Fredric"",fredric.royals@gmail.com,5/25/2007,225-320-7579,Lafayette,Lafayette,Lafayette,LA,70501,South,faroyals,69.21843687"
"100472995,08/04/2021,received,774545,MEFAG5A8D023CD81DC-M,5,99.9,399.6,175.68,223.92,Men's Fashion,Payaxis,Valid,93320,2021,Apr-21,734678,Mr.,Fredric,A,Royals,M,70,""Royals, Fredric"",fredric.royals@gmail.com,5/25/2007,225-320-7579,Lafayette,Lafayette,Lafayette,LA,70501,South,faroyals,43.96396396"
"100472995,08/04/2021,received,774547,BKSTOP5A6FF863BB80B,21,19.9,398,0,398,Books,Payaxis,Valid,93320,2021,Apr-21,734678,Mr.,Fredric,A,Royals,M,70,""Royals, Fredric"",fredric.royals@gmail.com,5/25/2007,225-320-7579,Lafayette,Lafayette,Lafayette,LA,70501,South,faroyals,0"
"100472995,08/04/2021,received,774548,MEFSHO5A9D4CD4D1253-M,7,72.9,437.4,263.52,173.88,Men's Fashion,Payaxis,Valid,93320,2021,Apr-21,734678,Mr.,Fredric,A,Royals,M,70,""Royals, Fredric"",fredric.royals@gmail.com,5/25/2007,225-320-7579,Lafayette,Lafayette,Lafayette,LA,70501,South,faroyals,60.24691358"
"100472995,08/04/2021,received,774550,HASTEL59BA95BCA38AE,11,29.9,299,0,299,Health & Sports,Payaxis,Valid,93320,2021,Apr-21,734678,Mr.,Fredric,A,Royals,M,70,""Royals, Fredric"",fredric.royals@gmail.com,5/25/2007,225-320-7579,Lafayette,Lafayette,Lafayette,LA,70501,South,faroyals,0"
"100472995,08/04/2021,received,774551,HALNAD59E0ACA67753C,11,42,420,0,420,Home & Living,Payaxis,Valid,93320,2021,Apr-21,734678,Mr.,Fredric,A,Royals,M,70,""Royals, Fredric"",fredric.royals@gmail.com,5/25/2007,225-320-7579,Lafayette,Lafayette,Lafayette,LA,70501,South,faroyals,0"
"100472995,08/04/2021,received,774552,MEFPAK5A5323CDACD5C,9,54.9,439.2,0,439.2,Men's Fashion,Payaxis,Valid,93320,2021,Apr-21,734678,Mr.,Fredric,A,Royals,M,70,""Royals, Fredric"",fredric.royals@gmail.com,5/25/2007,225-320-7579,Lafayette,Lafayette,Lafayette,LA,70501,South,faroyals,0"
"100472995,08/04/2021,received,774553,WOFDIK5A953802810CA,9,49.9,399.2,0,399.2,Women's Fashion,Payaxis,Valid,93320,2021,Apr-21,734678,Mr.,Fredric,A,Royals,M,70,""Royals, Fredric"",fredric.royals@gmail.com,5/25/2007,225-320-7579,Lafayette,Lafayette,Lafayette,LA,70501,South,faroyals,0"
